show_id|titre|description|langue|popularite|note|type|directeurs|acteurs|pays|date_ajout|annee_sortie|classement|duree|categories
s2315|Fun Mom Dinner|Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.|en|10.727|5.7|Movie|Alethea Jones|Katie Aselton, Toni Collette, Bridget Everett, Molly Shannon, Adam Scott, Rob Huebel, Adam Levine, Paul Rust|United States|December 31, 2017|2017|R|82 min|Comedies, International Movies
s2316|Funan|Separated from their young son during the brutal Khmer Rouge revolution, a couple must find ways to endure while searching for their child.|fr|3.478|7.1|Movie|Denis Do|Bérénice Bejo, Louis Garrel, Colette Kieffer, Aude-Laurence Clermont Biver, Brice Montagne, Franck Sasonoff, Hervé Sogne, Maxime Baudoin, Tom Trouffier, Lila Lacombe, Céline Ronté, Emilie Marié, Thierry Jahn|France, Belgium, Luxembourg, Cambodia,|July 18, 2020|2018|TV-14|87 min|Dramas, International Movies
s2318|Funny Boy|A student must navigate issues of sexuality, identity and family amid Sri Lanka's social turmoil of the 1970s and 1980s.|en|0.969|0.0|Movie|Deepa Mehta|Brandon Ingram, Nimmi Harasgama, Ali Kazmi, Arush Nand, Agam Darshi, Rehan Mudannayake, Shivantha Wijesinha, Seema Biswas, Hidaayath Hazeer|Canada, United States|December 10, 2020|2020|TV-MA|109 min|Dramas, LGBTQ Movies
s2319|Furie|When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors.|fr|9.429|5.8|Movie|Le Van Kiet|Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa|Vietnam|September 25, 2019|2019|TV-MA|97 min|Action & Adventure, Dramas, International Movies
s2321|Futmalls.com|Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.|zh|2.118|10.0|TV Show|Lai Chun-yu|Bryan Chang, Eugenie Liu, Bruce He, Ivy Shao, Allison Lin, River Huang, Ting Chun-cheng, Wang Ko-yuan, Phoebe Huang, Chu Chung-heng, Wu Chien-ho, Camille Chalons||December 10, 2020|2020|TV-14|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s2322|FYRE: The Greatest Party That Never Happened|The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur.|en|11.207|6.9|Movie|Chris Smith||United States|January 18, 2019|2019|TV-MA|98 min|Documentaries
s2323|İstanbul Kırmızısı|Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.|tr|6.744|5.3|Movie|Ferzan Özpetek|Halit Ergenç, Nejat İşler, Mehmet Günsür, Çiğdem Selışık Onat, Tuba Büyüküstün, Serra Yılmaz, Zerrin Tekindor, Ayten Gökçer, İpek Bilgin, Ergin Bal|Italy, Turkey|April 28, 2020|2017|TV-MA|110 min|Dramas, Independent Movies, International Movies
s2324|G-Force|When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs.|en|12.474|5.3|Movie|Hoyt Yeatman|Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Patrick Jones, Piper Mackenzie Harris, Gabriel Casseus, Jack Conley, Niecy Nash, Justin Mentell, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan|United States|March 15, 2019|2009|PG|88 min|Children & Family Movies, Comedies
s2325|G.O.R.A|Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.|tr|7.107|7.3|Movie|Ömer Faruk Sorak|Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın|Turkey|March 10, 2017|2004|TV-MA|123 min|Action & Adventure, Comedies, International Movies
s2326|Görümce|When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.|tr|2.326|6.3|Movie|Kıvanç Baruönü|Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy|Turkey|April 28, 2020|2016|TV-MA|104 min|Comedies, International Movies, Music & Musicals
s2327|Gabbar Is Back|"After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public."|hi|4.307|7.3|Movie|Krish|Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna|India|July 5, 2020|2015|TV-14|128 min|Action & Adventure, Dramas, International Movies
s2328|Gabby's Dollhouse|Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures.|en|2.813|10.0|TV Show||Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen||January 5, 2021|2021|TV-Y|1 Season|Kids' TV
s2329|"Gabriel ""Fluffy"" Iglesias: One Show Fits All"|"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."|en|1.897|6.3|Movie|Manny Rodriguez|Gabriel Iglesias||January 29, 2019|2019|TV-14|91 min|Stand-Up Comedy
s2330|Gabriel and the Mountain|In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?|pt|2.061|6.8|Movie|Fellipe Barbosa|João Pedro Zappa, Caroline Abras, Alex Alembe, Leonard Siampala, Tony B. Lesika, John Goodluck, Rashidi Athuman, Toney Montana, George Ngandu, Rhosinah Sekeleti, Luke Mpata, Lewis Gadson, Manuela Pacq|Brazil, France|November 9, 2018|2017|TV-MA|132 min|Dramas, Independent Movies, International Movies
s2332|Gabru: Hip Hop Revolution|Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .|hi|0.607|0.0|TV Show||Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit|India|June 1, 2018|2018|TV-14|1 Season|International TV Shows, TV Dramas
s2333|Gad Elmaleh: American Dream|In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.|en|4.098|6.8|Movie|Michael Simon|Gad Elmaleh|United States|March 6, 2018|2018|TV-14|58 min|Stand-Up Comedy
s2334|Gad Gone Wild|French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.|fr|4.764|6.7|Movie|Mario Rouleau|Gad Elmaleh|France|January 23, 2017|2017|TV-MA|57 min|Stand-Up Comedy
s2335|Gaddar: the Traitor|An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.|pa|0.6|7.0|Movie|Amitoj Mann|Harbhajan Mann, Manpneet Grewal, Ashish Duggal, Girja Shankar, Shavinder Mahal, Rupinder Roopi, Anita Meet, Tarsem Paul, Balkaran Wadding, Bobby Sandhu|India|November 1, 2018|2015|TV-14|126 min|Dramas, International Movies, Thrillers
s2336|Gaga: Five Foot Two|Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.|en|11.949|7.6|Movie|Chris Moukarbel|Lady Gaga|United States|September 22, 2017|2017|TV-MA|101 min|Documentaries, Music & Musicals
s2337|Gagarin: First in Space|This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.|ru|7.406|6.4|Movie|Pavel Parkhomenko|Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov|Russia|September 15, 2017|2013|TV-14|108 min|Dramas, International Movies
s2338|Galavant|In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.|en|14.237|7.2|TV Show||Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood|United States| September 7, 2016|2016|TV-PG|2 Seasons|TV Action & Adventure, TV Comedies
s2339|Galih dan Ratna|Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.|id|0.6|6.8|Movie|Lucky Kuswandi|Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo|Indonesia|September 15, 2018|2017|TV-PG|111 min|Dramas, International Movies, Romantic Movies
s2340|Game|A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit.|en|9.266|6.5|Movie|Abhinay Deo|Abhishek Bachchan, Kangana Ranaut, Anupam Kher, Boman Irani, Jimmy Shergill, Shahana Goswami, Gauhar Khan, Sarah-Jane Dias|India|December 15, 2019|2011|TV-14|135 min|International Movies, Thrillers
s2341|GAME ON: A Comedy Crossover Event|Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.|en|1.618|8.4|TV Show||Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Paul Wight, Allison Munn, Gabriel Iglesias, Sherri Shepherd, Paulina Chávez, Jencarlos Canela|United States|August 10, 2020|2020|TV-G|1 Season|Kids' TV, TV Comedies
s2342|Game Over|A woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.|mk|0.6|0.0|Movie|Ahmed Al-Badry|Yousra, Mai Ezz El-Din, Ezzat Abou Aouf, Mohamed Nour|Egypt|May 19, 2020|2012|TV-14|96 min|Comedies, International Movies, Romantic Movies
s2346|Game Over, Man!|Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.|en|16.029|5.6|Movie|Kyle Newacheck|Adam DeVine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal McDonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf|United States|March 23, 2018|2018|TV-MA|102 min|Action & Adventure, Comedies
s2347|Game Winning Hit|An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.|zh|0.6|0.0|TV Show||Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin|Taiwan|September 1, 2016|2009|TV-MA|1 Season|International TV Shows, TV Comedies, TV Dramas
s2349|Gang of the Caribbean|Disillusioned by life in 1970s France, a West Indian expatriate named Jimmy joins a gang of idealistic robbers, but betrayal and violence soon follow.|fr|1.412|4.8|Movie|Jean-Claude Flamand-Barny|Djédjé Apali, Eriq Ebouaney, Adama Niane, Vincent Vermignon, Djibril Pavadé, Zita Hanrot, Karim Belkhadra, Lise Lomi, Zoé Charron, Jocelyne Béroard, Julien Courbey, Lucien Jean-Baptiste, Romane Bohringer, Mathieu Kassovitz|France|January 31, 2020|2016|TV-MA|86 min|Dramas, International Movies
s2350|Gangaajal|Posted to a small, crime-ridden town, a cop soon learns that cleaning up the system also means confronting the corruption among police and politicians.|hi|2.639|6.4|Movie|Prakash Jha|Ajay Devgn, Gracy Singh, Mohan Agashe, Mohan Joshi, Ayub Khan, Akhilendra Mishra, Mukesh Tiwari, Yashpal Sharma, Brij Gopal, Anita Kanwal|India|January 8, 2021|2003|TV-MA|148 min|Dramas, International Movies
s2352|Gangs of New York|In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.|en|15.775|7.3|Movie|Martin Scorsese|Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham|United States, Italy|August 20, 2019|2002|R|167 min|Dramas
s2353|GANTZ:O|Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.|ja|16.948|7.3|Movie|Keiichi Sato, Yasushi Kawamura|Daisuke Ono, M・A・O, Tomohiro Kaku, Saori Hayami, Shuichi Ikeda, Kendo Kobayashi, Razor Ramon RG, Razor Ramon HG, Masane Tsukayama, Masaya Onosaka, Kenjiro Tsuda, Teruaki Ogawa, Hisanori Yoshida, Yuki Kaji|Japan|February 18, 2017|2016|TV-MA|96 min|Action & Adventure, Anime Features, Horror Movies
s2354|Garbage|The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.|en|0.98|6.5|Movie|Qaushiq Mukherjee|Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra|India|September 1, 2018|2018|TV-MA|109 min|Dramas, Independent Movies, International Movies
s2356|Garfield Gets Real|"After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever."|en|8.645|5.0|Movie|Mark A.Z. Dippé, Kyung Ho Lee|Frank Welker, Wally Wingert, Gregg Berger, Jennifer Darling, Pat Fraley, Jason Marsden, Neil Ross, Audrey Wasilewski, Stephen Stanton, Greg Eagles|United States|January 1, 2020|2007|TV-Y|78 min|Children & Family Movies, Comedies
s2357|Garfield's Fun Fest|Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone.|en|5.526|5.2|Movie|Mark A.Z. Dippé, Eondeok Han|Frank Welker, Tim Conway, Gregg Berger, Wally Wingert, Audrey Wasilewski, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles|United States, South Korea|January 1, 2020|2008|TV-Y7|79 min|Children & Family Movies, Comedies
s2358|Garfield's Pet Force|When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day.|en|6.57|5.8|Movie|Mark A.Z. Dippé|Frank Welker, Vanessa Marshall, Gregg Berger, Wally Wingert, Audrey Wasilewski, Jason Marsden, Fred Tatasciore, Stephen Stanton, Jennifer Darling, Neil Ross, Greg Eagles, Cathy Cavadini, David Michie, Greg Finley|South Korea, United States|January 1, 2020|2009|G|78 min|Children & Family Movies, Comedies
s2359|Garfunkel and Oates: Trying to be Special|Garfunkel and Oates put on a surprise-filled show in Seattle in hopes of raising enough money to make their own comedy special.|en|1.4|7.3|Movie|Riki Lindhome, Jeremy Konner|Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee|United States|December 23, 2016|2016|TV-MA|62 min|Music & Musicals, Stand-Up Comedy
s2360|Gargantia on the Verdurous Planet|After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth.|ja|10|7.3|TV Show||Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman|Japan|December 1, 2016|2013||1 Season|Anime Series, International TV Shows
s2361|Garth Brooks: The Road I’m On|Revealing interviews and archive footage tell the story of Garth Brooks' humble beginnings, rise to fame and unprecedented impact on country music.|en|0.6|0.0|TV Show|Glenn Weiss|Garth Brooks|United States|June 2, 2020|2019|TV-PG|1 Season|Docuseries
s2362|Garuda Di Dadaku|A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.|id|1.6|6.3|Movie|Ifa Isfansyah|Emir Mahira, Maudy Koesnaedi, Ikranagara, Aldo Tansani, Marsha Aruan, Ari Sihasale|Indonesia|October 9, 2018|2009|TV-PG|96 min|Children & Family Movies, Dramas, Sports Movies
s2364|Gatao 2: Rise of the King|When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss.|zh|2.379|6.3|Movie|Yen Cheng-kuo|Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun|Taiwan|May 9, 2019|2018|TV-MA|126 min|Action & Adventure, Dramas, International Movies
s2365|Gbomo Gbomo Express|The night spins sinisterly out of control when incompetent kidnappers hold a club-hopping record exec and a socialite for ransom in this dark comedy.|en|1.169|5.0|Movie|Walter Taylaur|Ramsey Nouah, Gideon Okeke, Osas Ighodaro Ajibade, Blossom Chukwujekwu, Kiki Omeili, Gbenro Ajibade, Ikechukwu, Alexx Ekubo, Shaffy Bello|Nigeria|February 26, 2020|2015|TV-MA|97 min|Dramas, International Movies
